0,1,2,3,4,5,6,7,8,9,10,date
174,BAT Basic Attention Token,BAT,"$389,279,624.90",$0.2612,1.490.413.701 BAT *,"$13,048,644.33","-0,43%","-2,08%","0,75%",,2024_04_21
175,SAGA Saga,SAGA,"$387,924,637.21",$4.3103,90.000.000 SAGA *,"$121,288,949.55","0,04%","-6,80%","-2,81%",,2024_04_21
176,GAS Gas,GAS,"$377,348,450.86",$5.5815,67.606.603 GAS *,"$27,996,254.46","-0,46%","-0,69%","3,58%",,2024_04_21
177,CSPR Casper,CSPR,"$378,854,074.94",$0.03169,11.954.475.795 CSPR *,"$6,017,635.30","0,04%","-1,66%","1,10%",,2024_04_21
178,ILV Illuvium,ILV,"$374,565,849.41",$99.42,3.767.377 ILV *,"$7,417,823.43","-0,09%","-0,99%","0,39%",,2024_04_21
179,ZEC Zcash,ZEC,"$370,873,688.26",$22.71,16.328.269 ZEC,"$47,646,901.66","-0,28%","-2,23%","3,44%",,2024_04_21
180,METIS Metis,METIS,"$369,502,156.33",$65.60,5.632.334 METIS *,"$14,657,221.23","-0,14%","-2,62%","8,53%",,2024_04_21
181,LRC Loopring,LRC,"$365,528,475.50",$0.2674,1.366.804.998 LRC *,"$12,259,923.82","-0,23%","-2,35%","-0,60%",,2024_04_21
182,T Threshold,T,"$363,942,975.15",$0.03772,9.647.764.144 T *,"$58,801,172.80","0,03%","3,06%","6,99%",,2024_04_21
183,SFP SafePal,SFP,"$362,859,547.57",$0.7846,462.500.000 SFP *,"$7,705,621.40","-0,35%","-6,32%","-3,50%",,2024_04_21
184,DASH Dash,DASH,"$360,554,953.95",$30.66,11.759.397 DASH,"$40,103,098.00","-0,49%","-2,59%","1,73%",,2024_04_21
185,CFG Centrifuge,CFG,"$361,762,515.66",$0.7363,491.324.895 CFG *,"$1,811,511.40","-0,09%","-4,78%","-10,98%",,2024_04_21
186,PIXEL Pixels,PIXEL,"$359,370,103.50",$0.4661,771.041.667 PIXEL *,"$42,896,071.97","-0,34%","-0,38%","2,84%",,2024_04_21
187,ONT Ontology,ONT,"$350,325,617.34",$0.4003,875.249.524 ONT *,"$247,829,192.20","-1,32%","8,86%","28,54%",,2024_04_21
188,DCR Decred,DCR,"$358,121,551.38",$22.37,16.006.462 DCR,"$3,059,424.53","-0,49%","-0,96%","9,72%",,2024_04_21
189,XEM NEM,XEM,"$358,102,793.41",$0.03979,8.999.999.999 XEM *,"$9,694,547.92","-0,28%","-0,87%","2,79%",,2024_04_21
190,ANT Aragon,ANT,"$354,798,810.96",$8.2168,43.179.657 ANT *,"$4,868,289.46","-0,27%","-2,06%","2,77%",,2024_04_21
191,YGG Yield Guild Games,YGG,"$348,688,212.61",$0.9638,361.789.254 YGG *,"$63,501,762.10","-0,24%","1,43%","7,42%",,2024_04_21
192,MEME Memecoin,MEME,"$342,767,926.14",$0.02868,11.951.727.013 MEME *,"$52,107,994.62","-0,23%","-1,14%","2,69%",,2024_04_21
193,MASK Mask Network,MASK,"$342,260,176.00",$3.5643,96.025.000 MASK *,"$48,367,436.88","-0,46%","-2,11%","2,56%",,2024_04_21
194,ZETA ZetaChain,ZETA,"$335,945,836.90",$1.3133,255.806.250 ZETA *,"$21,696,373.00","-0,58%","-2,88%","3,94%",,2024_04_21
195,RSR Reserve Rights,RSR,"$333,668,453.48",$0.006594,50.600.000.000 RSR *,"$17,639,560.04","-0,53%","-1,12%","3,84%",,2024_04_21
196,FLUX Flux,FLUX,"$332,720,771.40",$0.9628,345.571.099 FLUX,"$6,542,173.45","0,02%","-0,26%","2,72%",,2024_04_21
197,AMP Amp,AMP,"$329,439,009.53",$0.007801,42.227.702.186 AMP *,"$18,505,213.58","0,38%","1,17%","10,96%",,2024_04_21
198,XCH Chia,XCH,"$322,974,703.39",$31.40,10.286.435 XCH *,"$5,595,947.94","-0,05%","-1,61%","-0,60%",,2024_04_21
199,JST JUST,JST,"$300,522,437.35",$0.03376,8.902.080.000 JST *,"$25,121,600.79","-0,23%","-0,20%","-4,43%",,2024_04_21
200,ONE Harmony,ONE,"$301,568,052.84",$0.02168,13.907.785.993 ONE *,"$7,774,400.89","-0,22%","-2,66%","1,55%",,2024_04_21
201,stETH Lido Staked ETH,stETH,"$29,349,792,102.40","$3,147.08",9.326.043 stETH *,"$71,177,712.33","-0,32%","-0,19%","-0,08%",,2024_04_21
202,WBTC Wrapped Bitcoin,WBTC,"$10,093,241,551.92","$64,956.87",155.384 WBTC *,"$131,377,626.40","-0,08%","0,07%","-1,10%",,2024_04_21
203,WTRX Wrapped TRON,WTRX,"$9,737,453,379.90",$0.1112,87.594.215.131 WTRX,"$1,127,210.02","0,02%","-0,09%","-0,98%",,2024_04_21
204,BTCB Bitcoin BEP2,BTCB,"$3,508,617,908.08","$64,928.51",54.038 BTCB *,"$22,810,476.38","0,02%","0,10%","-1,11%",,2024_04_21
205,WHBAR Wrapped HBAR,WHBAR,"$3,175,527,551.72",$0.08885,35.741.578.541 WHBAR *,--,"-0,38%","2,63%","6,22%",,2024_04_21
206,WBETH Wrapped Beacon ETH,WBETH,"$2,924,879,763.26","$3,262.90",896.406 WBETH *,"$2,640,065.74","-0,19%","-0,25%","0,08%",,2024_04_21
207,weETH Wrapped eETH,weETH,"$2,409,531,707.56","$3,267.06",737.523 weETH *,"$13,478,019.68","-0,10%",<0.01%,"-0,02%",,2024_04_21
208,USDe Ethena USDe,USDe,"$2,362,607,263.30",$0.9999,2.362.804.802 USDe *,"$90,828,048.71",<0.01%,"-0,03%",<0.01%,,2024_04_21
209,RETH Rocket Pool ETH,RETH,"$1,806,537,835.79","$3,479.70",519.164 RETH *,"$4,163,021.30","0,03%","0,09%","-0,07%",,2024_04_21
210,vETH Venus ETH,vETH,"$1,682,222,798.49",$827.05,2.033.994 vETH *,--,<0.01%,"62,90%","1047,96%",,2024_04_21
211,ZBU Zeebu,ZBU,"$1,596,880,324.72",$4.8433,329.707.787 ZBU *,"$41,630,383.10","-0,15%","0,32%","0,22%",,2024_04_21
212,WBNB Wrapped BNB,WBNB,"$986,528,388.46",$579.50,1.702.386 WBNB *,"$163,808,799.27","-0,07%","1,50%","2,11%",,2024_04_21
213,MSOL Marinade Staked SOL,MSOL,"$909,391,952.07",$176.12,5.163.441 MSOL *,"$16,120,827.48","-0,39%","-1,23%","-1,41%",,2024_04_21
214,CHEEL Cheelee,CHEEL,"$885,003,944.11",$16.44,53.837.996 CHEEL,"$5,505,187.17","0,10%","0,18%","2,50%",,2024_04_21
215,cbETH Coinbase Wrapped Staked ETH,cbETH,"$655,828,679.72","$3,351.69",195.671 cbETH *,"$2,393,155.82","-0,18%","-0,21%","-0,23%",,2024_04_21
216,vBNB Venus BNB,vBNB,"$653,901,864.27",$7.7544,84.327.095 vBNB *,--,"0,00%","-28,96%","-46,18%",,2024_04_21
217,FRAX Frax,FRAX,"$648,616,102.67",$0.9987,649.434.271 FRAX *,"$30,779,191.79",<0.01%,"0,02%","0,13%",,2024_04_21
218,FTN Fasttoken,FTN,"$569,064,764.04",$1.8667,304.850.250 FTN,"$8,650,209.76","-0,07%","4,55%","4,24%",,2024_04_21
219,BRETT Brett,BRETT,"$550,950,219.90",$0.0644,8.554.838.671 BRETT *,"$15,287,794.54","-3,31%","-7,89%","-3,33%",,2024_04_21
220,DEGEN Degen,DEGEN,"$479,718,065.14",$0.03383,14.179.608.879 DEGEN *,"$50,683,966.82","0,19%","-7,35%","18,09%",,2024_04_21
221,RLB Rollbit Coin,RLB,"$427,311,789.11",$0.1296,3.296.951.621 RLB *,"$1,664,813.95","-0,59%","0,84%","26,35%",,2024_04_21
222,ORBR Orbler,ORBR,"$402,740,994.70",$0.3966,1.015.586.750 ORBR,"$218,798.46","0,72%","-6,17%","-1,63%",,2024_04_21
223,PUPS PUPS (Ordinals),PUPS,"$390,686,690.52",$50.28,7.770.000 PUPS *,"$4,503,318.00","3,06%","-5,54%","-32,31%",,2024_04_21
224,WKAVA Wrapped Kava,WKAVA,"$351,415,671.06",$0.7061,497.668.960 WKAVA,--,"-0,04%","-1,56%","7,91%",,2024_04_21
225,PRO Propy,PRO,"$323,519,428.00",$3.2352,100.000.000 PRO *,"$8,760,929.27","0,90%","-2,62%","-2,79%",,2024_04_21
226,PAAL PAAL AI,PAAL,"$307,802,560.49",$0.3801,809.841.362 PAAL *,"$5,264,369.76","-0,08%","-5,49%","-19,27%",,2024_04_21
227,HEX HEX,HEX,"$303,968,558.34",$0.001753,173.411.074.413 HEX,"$332,791.84","-0,68%","-5,69%","5,22%",,2024_04_21
228,POKT Pocket Network,POKT,"$295,213,262.07",$0.1801,1.639.345.851 POKT *,"$2,085,721.24","0,44%","-1,49%","-4,80%",,2024_04_21
229,WAVES Waves,WAVES,"$293,773,772.76",$2.5681,114.394.480 WAVES *,"$46,637,358.06","-0,25%","-2,62%","1,50%",,2024_04_21
230,VTHO VeThor Token,VTHO,"$293,601,857.49",$0.003906,75.173.396.994 VTHO,"$5,330,548.54","-0,01%","3,05%","6,18%",,2024_04_21
231,TEL Telcoin,TEL,"$286,088,467.56",$0.003264,87.649.370.414 TEL *,"$850,487.49","-0,22%","-4,79%","-0,84%",,2024_04_21
232,GLMR Moonbeam,GLMR,"$282,685,677.65",$0.3296,857.544.863 GLMR *,"$5,728,437.27","-0,37%","-1,71%","4,63%",,2024_04_21
233,GMX GMX,GMX,"$281,152,920.78",$29.72,9.459.950 GMX *,"$15,311,743.23","-0,68%","-1,45%","10,29%",,2024_04_21
234,ONG Ontology Gas,ONG,"$275,695,949.48",$0.7318,376.722.113 ONG *,"$420,447,039.65","-1,76%","8,17%","73,65%",,2024_04_21
235,KSM Kusama,KSM,"$276,103,759.40",$32.60,8.470.098 KSM *,"$11,789,870.69","-0,24%","-2,71%","2,86%",,2024_04_21
236,KUJI Kujira,KUJI,"$276,573,107.51",$2.2605,122.349.807 KUJI *,"$942,100.30","0,09%","1,36%","23,81%",,2024_04_21
237,POPCAT Popcat (SOL),POPCAT,"$279,254,128.42",$0.285,979.973.185 POPCAT *,"$72,631,866.19","2,63%","36,15%","80,73%",,2024_04_21
238,OMNI Omni Network,OMNI,"$269,221,098.82",$25.91,10.391.492 OMNI *,"$92,977,419.85","-0,68%","-10,43%","0,00%",,2024_04_21
239,BabyDoge Baby Doge Coin,BabyDoge,"$266,880,697.14",--,143.788.799.573.309.470 BabyDoge *,"$4,049,772.70","-0,39%","-0,88%","10,09%",,2024_04_21
240,ACH Alchemy Pay,ACH,"$263,274,024.93",$0.03476,7.573.033.411 ACH *,"$26,858,241.07","-1,09%","-0,33%","26,52%",,2024_04_21
241,CHR Chromia,CHR,"$258,265,464.31",$0.3179,812.434.439 CHR *,"$8,852,979.05","-0,39%","-3,08%","-6,36%",,2024_04_21
242,CVX Convex Finance,CVX,"$256,316,498.92",$2.6951,95.105.686 CVX *,"$4,889,531.47","-0,28%","-3,11%","0,00%",,2024_04_21
243,BNX BinaryX,BNX,"$254,584,967.21",$0.7084,359.400.661 BNX *,"$11,169,970.17","0,04%","-2,79%","-3,25%",,2024_04_21
244,CTC Creditcoin,CTC,"$251,628,486.26",$0.7584,331.783.609 CTC *,"$14,452,646.92","-1,09%","-0,35%","2,70%",,2024_04_21
245,KDA Kadena,KDA,"$248,865,732.51",$0.9181,271.056.679 KDA,"$7,936,009.03","-0,52%","-4,66%","-3,99%",,2024_04_21
246,WAXP WAX,WAXP,"$250,421,480.46",$0.07289,3.435.673.439 WAXP *,"$41,439,624.55","-0,85%","1,80%","6,24%",,2024_04_21
247,BDX Beldex,BDX,"$247,358,655.93",$0.03838,6.445.802.822 BDX *,"$1,873,049.75","0,63%","-1,87%","3,31%",,2024_04_21
248,DESO Decentralized Social,DESO,"$243,910,684.83",$27.45,8.884.536 DESO *,"$9,484,146.40","0,02%","-3,81%","-1,04%",,2024_04_21
249,SUSHI SushiSwap,SUSHI,"$241,100,772.29",$1.0211,236.122.506 SUSHI *,"$24,869,585.58","-0,38%","-3,10%","1,68%",,2024_04_21
250,ICX ICON,ICX,"$239,591,169.72",$0.2419,990.488.577 ICX *,"$6,249,535.36","-0,43%","-2,15%","1,58%",,2024_04_21
251,WILD Wilder World,WILD,"$240,755,323.85",$0.9121,263.970.789 WILD *,"$899,592.61","-0,22%","-1,67%","-5,12%",,2024_04_21
252,YFI yearn.finance,YFI,"$237,930,188.99","$7,129.50",33.373 YFI *,"$16,177,504.03","-0,27%","-0,64%","-0,39%",,2024_04_21
253,0x0 0x0.ai,0x0,"$236,794,648.81",$0.2726,868.563.455 0x0 *,"$852,647.48","-0,55%","-4,24%","-11,27%",,2024_04_21
254,LSK Lisk,LSK,"$237,212,692.24",$1.8403,128.900.445 LSK *,"$32,800,939.69","2,11%","4,21%","24,82%",,2024_04_21
255,AUDIO Audius,AUDIO,"$232,859,133.15",$0.1924,1.210.174.852 AUDIO *,"$4,279,120.43","-0,55%","-1,88%","2,19%",,2024_04_21
256,LCX LCX,LCX,"$232,748,860.92",$0.3017,771.584.751 LCX *,"$1,178,754.30","-0,71%","-3,44%","-6,90%",,2024_04_21
257,ABT Arcblock,ABT,"$229,823,052.42",$2.3319,98.554.305 ABT *,"$1,111,478.87","-0,95%","2,37%","-0,56%",,2024_04_21
258,STORJ Storj,STORJ,"$230,088,444.38",$0.5548,414.756.281 STORJ *,"$13,894,024.35","-0,60%","-2,51%","2,28%",,2024_04_21
259,HBTC Huobi BTC,HBTC,"$227,537,001.65","$25,367.87",8969 HBTC *,"$25,927.37","1,41%","2,78%","2,70%",,2024_04_21
260,BAND Band Protocol,BAND,"$225,617,304.78",$1.5967,141.300.713 BAND *,"$5,297,890.38","-0,40%","-0,63%","6,60%",,2024_04_21
261,UMA UMA,UMA,"$225,207,939.38",$2.8225,79.789.762 UMA *,"$8,455,783.56","-0,37%","-2,76%","6,00%",,2024_04_21
262,AGI Delysium,AGI,"$223,923,349.32",$0.3009,744.262.394 AGI *,"$40,669,193.39","4,68%","6,49%","7,31%",,2024_04_21
263,GF GuildFi,GF,"$224,502,806.99",$0.3819,587.870.634 GF *,"$3,566,006.04","-0,59%","-2,50%","8,72%",,2024_04_21
264,NTRN Neutron,NTRN,"$223,752,156.32",$0.8005,279.511.255 NTRN *,"$12,494,620.30","-0,43%","0,86%","7,65%",,2024_04_21
265,DGB DigiByte,DGB,"$223,633,231.93",$0.01318,16.963.075.657 DGB,"$7,529,527.76","-0,40%","-3,28%","4,40%",,2024_04_21
266,MOG MOG Coin,MOG,"$223,079,011.17",$0.00000057,390.570.159.911.439 MOG *,"$4,822,794.10","-1,69%","-12,41%","10,40%",,2024_04_21
267,FNSA FINSCHIA,FNSA,"$222,949,349.54",$28.69,7.769.958 FNSA *,"$1,089,048.83","-0,21%","-1,21%","0,44%",,2024_04_21
268,RSS3 RSS3,RSS3,"$221,744,368.99",$0.4066,545.359.116 RSS3 *,"$6,029,335.19","0,93%","0,56%","8,83%",,2024_04_21
269,BAL Balancer,BAL,"$221,167,408.65",$3.9330,56.234.025 BAL *,"$7,152,956.28","-0,35%","-0,58%","-1,20%",,2024_04_21
270,ALEX ALEX Lab,ALEX,"$220,992,905.16",$0.3644,606.489.877 ALEX *,"$7,817,700.24","0,19%","1,19%","-4,35%",,2024_04_21
271,ATOR ATOR Protocol,ATOR,"$219,734,112.93",$2.4317,90.361.517 ATOR *,"$1,612,998.67","-0,83%","-7,08%","-12,73%",,2024_04_21
272,C98 Coin98,C98,"$217,778,935.95",$0.2967,733.888.778 C98 *,"$8,166,538.29","-0,45%","-3,10%","0,93%",,2024_04_21
273,RLC iExec RLC,RLC,"$217,740,461.30",$3.0082,72.382.548 RLC *,"$9,051,194.95","-0,36%","1,84%","19,21%",,2024_04_21
274,MAGIC Treasure,MAGIC,"$216,418,489.16",$0.8491,254.881.974 MAGIC *,"$29,186,469.38","-0,27%","0,03%","4,67%",,2024_04_21
275,CELR Celer Network,CELR,"$216,594,755.09",$0.02797,7.743.424.107 CELR *,"$4,853,994.43","-0,47%","-1,85%","10,45%",,2024_04_21
276,AZERO Aleph Zero,AZERO,"$216,979,293.40",$0.8133,266.778.951 AZERO *,"$2,204,389.80","0,33%","-2,47%","-3,18%",,2024_04_21
277,SXP Solar,SXP,"$216,278,225.96",$0.3597,601.335.139 SXP *,"$9,383,628.51","-0,48%","-1,69%","4,17%",,2024_04_21
278,TRUMP MAGA,TRUMP,"$216,890,263.13",$5.1572,42.055.436 TRUMP *,"$2,783,843.11","-0,08%","1,27%","3,86%",,2024_04_21
279,API3 API3,API3,"$215,887,091.94",$2.4981,86.421.978 API3 *,"$11,423,914.50","-0,58%","-2,93%","4,04%",,2024_04_21
280,MUBI Multibit,MUBI,"$215,927,266.62",$0.2273,950.000.000 MUBI *,"$39,053,179.25","5,36%","7,66%","41,92%",,2024_04_21
281,RIF Rootstock Infrastructure Framework,RIF,"$211,032,780.98",$0.211,1.000.000.000 RIF *,"$3,992,449.91","-0,46%","-3,08%","-0,39%",,2024_04_21
282,XAI Xai,XAI,"$210,913,852.89",$0.7611,277.118.150 XAI *,"$17,082,718.10","-0,39%","-1,03%","3,18%",,2024_04_21
283,ALPH Alephium,ALPH,"$211,476,737.11",$2.7889,75.828.195 ALPH,"$707,900.65","-0,23%","-3,25%","-5,05%",,2024_04_21
284,STRD Stride,STRD,"$211,080,118.23",$2.4034,87.825.728 STRD *,"$48,147.53","0,00%","1,73%","4,33%",,2024_04_21
285,IOST IOST,IOST,"$207,944,014.33",$0.009756,21.315.000.000 IOST *,"$13,660,268.91","-0,63%","-1,80%","1,07%",,2024_04_21
286,PUNDIX Pundi X (New),PUNDIX,"$213,378,543.49",$0.8255,258.491.637 PUNDIX,"$158,710,462.78","-0,01%","10,17%","34,86%",,2024_04_21
287,VANRY Vanar Chain,VANRY,"$207,767,788.25",$0.1685,1.232.987.540 VANRY *,"$11,211,373.97","-0,55%","-4,90%","3,31%",,2024_04_21
288,SLERF SLERF,SLERF,"$207,891,793.03",$0.4158,499.997.750 SLERF *,"$75,061,088.48","-0,58%","5,86%","5,79%",,2024_04_21
289,BORG SwissBorg,BORG,"$208,378,308.88",$0.2117,984.204.858 BORG *,"$1,181,882.11","0,20%","-2,04%","0,71%",,2024_04_21
290,POND Marlin,POND,"$207,521,635.59",$0.02566,8.087.375.977 POND *,"$5,415,420.48","-0,64%","0,90%","10,92%",,2024_04_21
291,SYN Synapse,SYN,"$202,296,739.02",$1.0833,186.747.083 SYN *,"$5,002,315.47","-0,08%","-3,45%","-5,57%",,2024_04_21
292,PYUSD PayPal USD,PYUSD,"$202,531,686.31",$0.9994,202.658.170 PYUSD *,"$14,362,804.90","0,00%","-0,03%","0,11%",,2024_04_21
293,COTI COTI,COTI,"$200,690,429.46",$0.1276,1.572.639.906 COTI *,"$11,772,130.18","-0,45%","-0,88%","13,69%",,2024_04_21
294,PROM Prom,PROM,"$199,978,570.95",$10.96,18.250.000 PROM *,"$2,868,854.94","-0,21%","-0,59%","-0,75%",,2024_04_21
295,JOE JOE,JOE,"$199,841,668.70",$0.5556,359.673.634 JOE *,"$8,021,988.57","-0,29%","-1,92%","3,07%",,2024_04_21
296,BTRST Braintrust,BTRST,"$198,149,627.65",$0.8835,224.274.024 BTRST *,"$278,928.25","0,21%","-3,85%","3,63%",,2024_04_21
297,COQ Coq Inu,COQ,"$197,014,524.23",$0.00000284,69.420.000.000.000 COQ *,"$7,031,392.43","-0,56%","-4,15%","0,21%",,2024_04_21
298,SYS Syscoin,SYS,"$196,123,313.37",$0.2502,783.921.818 SYS,"$9,303,470.62","-0,37%","2,73%","10,29%",,2024_04_21
299,AEVO Aevo,AEVO,"$195,651,563.31",$1.7787,110.000.000 AEVO *,"$96,804,533.58","0,06%","3,03%","-3,45%",,2024_04_21
300,VVS VVS Finance,VVS,"$189,688,994.84",$0.00000421,45.102.478.819.137 VVS *,"$578,531.16","-0,13%","-0,96%","-3,46%",,2024_04_21
301,USDB USDB,USDB,"$189,529,172.94",$1.0011,189.327.203 USDB *,"$28,774,310.30",<0.01%,"-0,16%","0,08%",,2024_04_21
302,MOBILE Helium Mobile,MOBILE,"$186,369,142.48",$0.002266,82.262.267.398 MOBILE *,"$2,914,417.61","-0,24%","-3,54%","-3,68%",,2024_04_21
303,STRAX Stratis [New],STRAX,"$185,417,788.33",$0.0972,1.907.492.547 STRAX *,"$18,419,102.68","-0,37%","3,67%","11,14%",,2024_04_21
304,EDU Open Campus,EDU,"$183,021,974.38",$0.6266,292.083.333 EDU *,"$6,439,826.83","-0,21%","-1,88%","8,97%",,2024_04_21
305,TOSHI Toshi,TOSHI,"$177,041,219.94",$0.0004339,408.069.300.000 TOSHI *,"$2,075,997.81","-1,52%","-12,72%","-17,69%",,2024_04_21
306,RBTC Rootstock Smart Bitcoin,RBTC,"$181,394,248.18","$64,932.84",2794 RBTC,"$182,960.64","-0,10%","0,29%","-0,87%",,2024_04_21
307,SFUND Seedify.fund,SFUND,"$181,689,652.50",$3.0217,60.127.373 SFUND *,"$6,913,042.86","-0,63%","-0,12%","-7,26%",,2024_04_21
308,CYBER CyberConnect,CYBER,"$180,600,889.07",$9.0745,19.901.944 CYBER *,"$17,096,685.75","-0,33%","-3,50%","1,33%",,2024_04_21
309,SLP Smooth Love Potion,SLP,"$179,827,688.93",$0.004345,41.391.367.860 SLP *,"$11,585,768.29","-0,40%","-1,40%","7,44%",,2024_04_21
310,PORTAL Portal,PORTAL,"$178,767,626.63",$1.0453,171.023.765 PORTAL *,"$17,180,432.10","-0,44%","-4,37%","4,81%",,2024_04_21
311,USTC TerraClassicUSD,USTC,"$175,980,689.78",$0.01966,8.950.307.237 USTC *,"$18,949,662.61","-0,24%","-4,59%","10,90%",,2024_04_21
312,WEN Wen,WEN,"$175,333,370.69",$0.0002409,727.716.951.329 WEN *,"$31,921,595.14","-0,52%","-8,85%","-4,30%",,2024_04_21
313,KEEP Keep Network,KEEP,"$174,304,488.41",$0.1832,951.288.242 KEEP *,"$32,165.24","0,91%","4,94%","8,55%",,2024_04_21
314,USDJ USDJ,USDJ,"$173,507,443.58",$1.1279,153.832.135 USDJ *,"$232,510.85","-0,04%","-0,37%","1,35%",,2024_04_21
315,BORA BORA,BORA,"$174,234,057.83",$0.1753,993.750.000 BORA *,"$8,021,124.20","0,36%","0,42%","1,04%",,2024_04_21
316,IQ IQ,IQ,"$171,420,721.50",$0.009506,18.032.726.356 IQ *,"$15,249,876.91","-1,03%","2,43%","-0,38%",,2024_04_21
317,ZCX Unizen,ZCX,"$172,252,280.52",$0.2486,692.775.994 ZCX *,"$1,615,675.45","0,10%","-7,19%","-3,23%",,2024_04_21
318,CVC Civic,CVC,"$171,602,467.96",$0.1716,1.000.000.000 CVC *,"$14,455,462.15","0,09%","-1,76%","3,59%",,2024_04_21
319,CTSI Cartesi,CTSI,"$167,835,994.23",$0.2144,782.867.306 CTSI *,"$4,411,472.99","-0,20%","-1,78%","5,95%",,2024_04_21
320,NMR Numeraire,NMR,"$167,385,341.99",$26.66,6.278.964 NMR *,"$5,331,420.56","-0,28%","-3,89%","7,16%",,2024_04_21
321,XVS Venus,XVS,"$167,421,963.53",$10.61,15.783.926 XVS *,"$2,880,813.73","-0,28%","-1,87%","11,27%",,2024_04_21
322,MYRO Myro,MYRO,"$165,476,985.30",$0.1753,944.203.815 MYRO *,"$24,199,784.32","-0,34%","-4,11%","12,32%",,2024_04_21
323,HIVE Hive,HIVE,"$165,950,678.54",$0.3314,500.749.243 HIVE *,"$4,932,678.73","-0,45%","-3,17%","0,29%",,2024_04_21
324,DUSK Dusk,DUSK,"$164,510,176.20",$0.3906,421.164.409 DUSK *,"$11,979,428.39","-0,32%","-3,17%","2,99%",,2024_04_21
325,NGL Entangle,NGL,"$165,971,452.99",$1.5109,109.849.537 NGL *,"$3,461,992.46","0,38%","9,13%","3,02%",,2024_04_21
326,BIGTIME Big Time,BIGTIME,"$162,927,061.54",$0.1984,821.032.915 BIGTIME *,"$13,601,977.58","-0,42%","-4,04%","0,04%",,2024_04_21
327,METFI MetFi,METFI,"$163,678,047.35",$1.3916,117.619.851 METFI *,"$113,362.26","0,15%","1,06%","-0,74%",,2024_04_21
328,DAO DAO Maker,DAO,"$163,575,446.19",$1.0905,149.996.691 DAO *,"$5,424,277.03","-0,23%","-1,21%","-10,59%",,2024_04_21
329,BONE Bone ShibaSwap,BONE,"$162,859,896.40",$0.7083,229.923.351 BONE *,"$14,508,189.28","-0,12%","-2,43%","14,75%",,2024_04_21
330,BLZ Bluzelle,BLZ,"$161,517,663.97",$0.3773,428.076.891 BLZ *,"$21,229,075.73","0,17%","-3,45%","-5,51%",,2024_04_21
331,WMT World Mobile Token,WMT,"$161,158,664.70",$0.3277,491.838.755 WMT *,"$1,878,623.90","-0,66%","-4,53%","6,01%",,2024_04_21
332,XNO Nano,XNO,"$162,187,074.02",$1.2172,133.248.297 XNO *,"$3,799,160.33","-0,95%","2,36%","10,45%",,2024_04_21
333,H2O H2O DAO,H2O,"$160,985,375.83",$0.2012,800.000.000 H2O,"$374,254.46","-0,24%","-0,06%","-1,16%",,2024_04_21
334,MWC MimbleWimbleCoin,MWC,"$159,727,972.72",$14.58,10.953.187 MWC,"$2,544.28","-0,87%","-2,17%","6,11%",,2024_04_21
335,POWR Powerledger,POWR,"$158,404,567.93",$0.3092,512.375.110 POWR *,"$6,718,559.57","-0,48%","-1,83%","1,10%",,2024_04_21
336,SNT Status,SNT,"$156,761,401.07",$0.04043,3.877.437.479 SNT *,"$3,945,268.49","-0,21%","-1,79%","3,24%",,2024_04_21
337,GPU Node AI,GPU,"$156,657,563.41",$1.7355,90.264.133 GPU *,"$1,119,993.10","0,28%","0,52%","15,42%",,2024_04_21
338,PHA Phala Network,PHA,"$156,472,678.60",$0.2191,714.019.741 PHA *,"$15,808,302.96","-0,79%","5,00%","-0,55%",,2024_04_21
339,HONEY Hivemapper,HONEY,"$154,805,383.01",$0.1186,1.305.793.374 HONEY *,"$3,138,268.28","-1,17%","6,93%","10,99%",,2024_04_21
340,ARK Ark,ARK,"$142,105,430.85",$0.7881,180.320.256 ARK *,"$6,042,813.00","-0,22%","-4,38%","1,16%",,2024_04_21
341,LADYS Milady Meme Coin,LADYS,"$150,481,847.80",$0.0000002,734.366.023.232.083 LADYS *,"$12,015,636.00","-0,83%","3,01%","35,72%",,2024_04_21
342,AI Sleepless AI,AI,"$149,915,439.89",$1.0637,140.937.500 AI *,"$25,387,865.44","-0,32%","1,12%","8,19%",,2024_04_21
343,TRB Tellor,TRB,"$149,823,951.49",$58.38,2.566.464 TRB,"$17,721,469.03","-0,11%","-2,72%","10,45%",,2024_04_21
344,NOIA Syntropy,NOIA,"$150,252,215.61",$0.206,729.553.097 NOIA *,"$1,205,164.47","-0,22%","-0,71%","-16,61%",,2024_04_21
345,ZBC Zebec Network,ZBC,"$150,016,052.68",$0.02948,5.088.364.937 ZBC *,"$144,107.25","0,00%","0,00%","1095,64%",,2024_04_21
346,GOG Guild of Guardians,GOG,"$148,420,215.10",$0.2606,569.604.001 GOG *,"$1,433,993.63","-1,42%","-15,19%","11,75%",,2024_04_21
347,TRU TrueFi,TRU,"$146,576,465.26",$0.131,1.119.123.739 TRU *,"$22,082,870.11","-0,35%","-1,72%","4,97%",,2024_04_21
348,TRIBE Tribe,TRIBE,"$147,798,905.49",$0.2757,536.114.546 TRIBE *,"$4,318,196.35","1,73%","8,69%","-37,66%",,2024_04_21
349,SURE inSure DeFi,SURE,"$146,037,410.15",$0.005451,26.790.063.175 SURE *,"$570,506.27","0,00%","3,34%","5,33%",,2024_04_21
350,ORAI Oraichain,ORAI,"$145,120,567.32",$11.42,12.706.080 ORAI *,"$5,053,183.34","0,06%","-2,85%","-0,88%",,2024_04_21
